phase120_row_id,composition,yield_strength_mpa,dominant_non_fe_element,alloy_family_key,composition_hash16,element_count,non_fe_fraction,transition_fraction,light_fraction,refractory_fraction,entropy_fraction,frac_Fe,frac_C,frac_Mn,frac_Si,frac_Cr,frac_Ni,frac_Mo,frac_V,frac_N,frac_Nb,frac_Co,frac_W,frac_Al,frac_Ti
MBSTEEL-0117,Fe0.703C0.00927Mn0.000101Si0.000198Cr0.128Ni0.0235Mo0.00574V0.000109Nb0.000599Co0.129Al0.000619,1273.300000000,Co,Co+Cr+Ni,2df1b5547844ffac,11,0.297095595,0.983576234,0.010085628,0.006447123,0.948845614,0.702904405,0.009268739,0.000100986,0.000197973,0.127982594,0.023496804,0.005739219,0.000108985,0.000000000,0.000598919,0.128982458,0.000000000,0.000618916,0.000000000
MBSTEEL-0118,Fe0.704C0.000476Mn0.000104Si0.000203Cr0.000110Ni0.148Mo0.0304V0.000112Nb0.0000615Co0.0892Al0.0191Ti0.00835,1393.500000000,Ni,Co+Mo+Ni,7dca6dde4be4bab3,12,0.296082006,0.941416325,0.019776696,0.038918966,0.976129805,0.703917994,0.000475945,0.000103988,0.000202976,0.000109987,0.147982760,0.030396459,0.000111987,0.000000000,0.000061493,0.089189609,0.000000000,0.019097775,0.008349027
MBSTEEL-0119,Fe0.705C0.000475Mn0.000104Si0.000203Cr0.000110Ni0.147Mo0.0304V0.000112Nb0.0000615Co0.0891Al0.0195Ti0.00835,1580.100000000,Ni,Co+Mo+Ni,dffc6e29be15cad8,12,0.295292806,0.941035000,0.020169620,0.038907334,0.975604251,0.704707194,0.000474803,0.000103957,0.000202916,0.000109954,0.146938947,0.030387374,0.000111953,0.000000000,0.000061474,0.089062994,0.000000000,0.019491901,0.008346532
MBSTEEL-0120,Fe0.706C0.000906Mn0.0000990Si0.0372Cr0.162Ni0.0361Mo0.000113V0.000107Nb0.0000586Co0.0554Al0.000806Ti0.000796,1109.300000000,Cr,Co+Cr+Ni+Si,2747be9b568565a0,12,0.293707312,0.960103867,0.038928132,0.001075045,0.964525158,0.706292688,0.000906376,0.000099041,0.037215422,0.162067161,0.036114966,0.000113047,0.000107044,0.000000000,0.000058624,0.055422967,0.000000000,0.000806334,0.000796330
MBSTEEL-0121,Fe0.706C0.0106Mn0.000101Si0.00712Cr0.135Ni0.00899Mo0.0114V0.000109Nb0.000478Co0.120Al0.000617,1302.800000000,Cr,Co+Cr,4b57448fc5bd85ce,11,0.294292868,0.969797534,0.018329393,0.011982027,0.957476985,0.705707132,0.010595603,0.000100958,0.007117046,0.134943998,0.008986271,0.011395271,0.000108955,0.000000000,0.000477802,0.119950221,0.000000000,0.000616744,0.000000000
MBSTEEL-0122,Fe0.706C0.0116Mn0.000101Si0.000199Cr0.0965Ni0.0589Mo0.00755V0.00317Nb0.0000600Co0.115Al0.000620Ti0.000349,1405.600000000,Co,Co+Cr+Ni,8b33c849d76b8d83,12,0.294034592,0.979622998,0.012418391,0.011128455,1.004343787,0.705965408,0.011599432,0.000100995,0.000198990,0.096495272,0.058897114,0.007549630,0.003169845,0.000000000,0.000059997,0.114994365,0.000000000,0.000619970,0.000348983
MBSTEEL-0123,Fe0.707C0.000959Mn0.000105Si0.000205Cr0.000111Ni0.182Mo0.0306V0.000113Nb0.0000620Co0.0655Al0.00256Ti0.0107,1088.600000000,Ni,Co+Mo+Ni,2b2a6c418ce40b93,12,0.292939900,0.954910167,0.003724317,0.041478526,0.916272650,0.707060100,0.000959082,0.000105009,0.000205017,0.000111009,0.182015471,0.030602601,0.000113010,0.000000000,0.000062005,0.065505568,0.000000000,0.002560218,0.010700910
MBSTEEL-0124,Fe0.707C0.000959Mn0.000105Si0.000205Cr0.000111Ni0.183Mo0.0306V0.000113Nb0.0000620Co0.0675Al0.00256Ti0.00770,1026.600000000,Ni,Co+Mo+Ni,03b09915ceec9515,12,0.292939900,0.957910422,0.003724317,0.038478271,0.909315192,0.707060100,0.000959082,0.000105009,0.000205017,0.000111009,0.183015556,0.030602601,0.000113010,0.000000000,0.000062005,0.067505738,0.000000000,0.002560218,0.007700655
MBSTEEL-0125,Fe0.707C0.0112Mn0.000102Si0.000199Cr0.0956Ni0.0485Mo0.00990V0.00318Nb0.0000601Co0.123Al0.000621Ti0.000350,1429.700000000,Co,Co+Cr+Ni,7a6e4c2ee55de72f,12,0.292796396,0.977663469,0.012023462,0.013493985,0.998963749,0.707203604,0.011203225,0.000102029,0.000199057,0.095627531,0.048513967,0.009902851,0.003180916,0.000000000,0.000060117,0.123035422,0.000000000,0.000621179,0.000350101
MBSTEEL-0126,Fe0.709C0.0103Mn0.000102Si0.000200Cr0.0328Ni0.107Mo0.00692V0.000110Nb0.0000605Co0.133Al0.000625Ti0.000117,1810.000000000,Co,Co+Cr+Ni,7e856f2b8da0618f,12,0.291166222,0.981781772,0.011122392,0.007205810,0.954821813,0.708833778,0.010297585,0.000101976,0.000199953,0.032792310,0.106974914,0.006918378,0.000109974,0.000000000,0.000060486,0.132968819,0.000000000,0.000624853,0.000116973
MBSTEEL-0127,Fe0.710C0.000477Mn0.000104Si0.000204Cr0.000110Ni0.149Mo0.0305V0.000112Nb0.0000617Co0.0885Al0.0127Ti0.00814,1123.100000000,Ni,Co+Mo+Ni,5209a13638a7b270,12,0.289935171,0.947912544,0.013382222,0.038817244,0.951434066,0.710064829,0.000477044,0.000104009,0.000204019,0.000110010,0.149013605,0.030502785,0.000112010,0.000000000,0.000061706,0.088508081,0.000000000,0.012701160,0.008140743
MBSTEEL-0128,Fe0.711C0.00699Mn0.000102Si0.000199Cr0.0969Ni0.0458Mo0.00875V0.00549Nb0.0000603Co0.123Al0.000622Ti0.000234,1412.500000000,Co,Co+Cr+Ni,939b979f2eaaec5a,12,0.288393213,0.983130315,0.007817666,0.014546704,0.982144101,0.711606787,0.006995965,0.000102087,0.000199170,0.096982697,0.045839087,0.008757467,0.005494685,0.000000000,0.000060351,0.123104972,0.000000000,0.000622531,0.000234200
MBSTEEL-0129,Fe0.711C0.00931Mn0.000102Si0.000199Cr0.113Ni0.0237Mo0.0115V0.000110Nb0.000602Co0.130Al0.000622,1282.200000000,Co,Co+Cr+Ni,568d94eb12a84e7c,11,0.289103080,0.977770223,0.010129531,0.012210230,0.950403285,0.710896920,0.009308650,0.000101985,0.000198971,0.112983617,0.023696564,0.011498333,0.000109984,0.000000000,0.000601913,0.129981153,0.000000000,0.000621910,0.000000000
MBSTEEL-0130,Fe0.711C0.0108Mn0.000102Si0.000200Cr0.0336Ni0.108Mo0.00697V0.000110Nb0.0000605Co0.129Al0.000208Ti0.000117,1777.600000000,Co,Co+Cr+Ni,812b3880f618023c,12,0.289119073,0.981647574,0.011206123,0.007256285,0.951655016,0.710880927,0.010798191,0.000101983,0.000199967,0.033594373,0.107981913,0.006968833,0.000109982,0.000000000,0.000060490,0.128978396,0.000000000,0.000207965,0.000116980
MBSTEEL-0131,Fe0.712C0.00143Mn0.000104Si0.000203Cr0.000110Ni0.146Mo0.0297V0.000112Nb0.00123Co0.0852Al0.0207Ti0.00310,1026.600000000,Ni,Al+Co+Mo+Ni,1216a422c41328d8,12,0.287920959,0.943630743,0.022335479,0.034145790,0.957524445,0.712079041,0.001430159,0.000104012,0.000203023,0.000110012,0.146016208,0.029703297,0.000112012,0.000000000,0.001230137,0.085209458,0.000000000,0.020702298,0.003100344
MBSTEEL-0132,Fe0.712C0.00144Mn0.000105Si0.000205Cr0.000111Ni0.180Mo0.0306V0.000113Nb0.0000620Co0.0655Al0.00235Ti0.00842,1109.300000000,Ni,Co+Mo+Ni,742421fa8014c912,12,0.288644488,0.956961992,0.003991384,0.039159521,0.905041165,0.711355512,0.001438697,0.000104905,0.000204814,0.000110900,0.179837068,0.030572301,0.000112898,0.000000000,0.000061944,0.065440711,0.000000000,0.002347873,0.008412378
MBSTEEL-0133,Fe0.712C0.00471Mn0.00639Si0.00746Cr0.133Ni0.0000964Mo0.0363V0.000111N0.00121Nb0.0000609Co0.0980Al0.000629,1258.200000000,Cr,Co+Cr+Mo,679314a772ddc576,12,0.287976717,0.949628453,0.014009458,0.036473093,0.967489469,0.712023283,0.004710154,0.006390209,0.007460244,0.133004349,0.000096403,0.036301187,0.000111004,0.001210040,0.000060902,0.098003205,0.000000000,0.000629021,0.000000000
MBSTEEL-0134,Fe0.712C0.0103Mn0.000102Si0.000200Cr0.0336Ni0.108Mo0.00698V0.000110Nb0.0000605Co0.129Al0.000208Ti0.000117,1743.500000000,Co,Co+Cr+Ni,95727157dce22a2b,12,0.288482053,0.982146596,0.010700750,0.007262580,0.949285666,0.711517947,0.010293026,0.000101931,0.000199865,0.033577251,0.107926880,0.006975274,0.000109926,0.000000000,0.000060459,0.128912662,0.000000000,0.000207859,0.000116921
MBSTEEL-0135,Fe0.713C0.00984Mn0.000102Si0.000200Cr0.0335Ni0.107Mo0.00698V0.000110Nb0.0000606Co0.129Al0.000209Ti0.000118,1792.100000000,Co,Co+Cr+Ni,5f5efd2db424619f,12,0.287085265,0.982594482,0.010247774,0.007267731,0.945488026,0.712914735,0.009838823,0.000101988,0.000199976,0.033495994,0.106987204,0.006979165,0.000109987,0.000000000,0.000060593,0.128984573,0.000000000,0.000208975,0.000117986
MBSTEEL-0136,Fe0.713C0.0108Mn0.000102Si0.000200Cr0.0335Ni0.106Mo0.00697V0.000110Nb0.0000605Co0.129Al0.000208Ti0.000117,1741.800000000,Co,Co+Cr+Ni,4488deb79da81d09,12,0.287048124,0.981645739,0.011207244,0.007257010,0.947620444,0.712951876,0.010799271,0.000101993,0.000199987,0.033497739,0.105992845,0.006969530,0.000109993,0.000000000,0.000060496,0.128991293,0.000000000,0.000207986,0.000116992
MBSTEEL-0137,Fe0.713C0.0108Mn0.000102Si0.000200Cr0.0336Ni0.107Mo0.00691V0.000110Nb0.0000605Co0.128Al0.000208Ti0.000117,1746.600000000,Co,Co+Cr+Ni,5677343ea0e079b0,12,0.287076639,0.981706467,0.011206795,0.007196726,0.947811552,0.712923361,0.010798839,0.000101989,0.000199979,0.033596388,0.106988499,0.006909257,0.000109988,0.000000000,0.000060493,0.127986241,0.000000000,0.000207978,0.000116987
MBSTEEL-0138,Fe0.713C0.0112Mn0.000102Si0.000200Cr0.0337Ni0.106Mo0.00697V0.000110Nb0.0000605Co0.128Al0.000208Ti0.000117,1804.200000000,Co,Co+Cr+Ni,e275e5772fc8a112,12,0.286762849,0.981238262,0.011611861,0.007259914,0.948430598,0.713237151,0.011203725,0.000102034,0.000200067,0.033711209,0.106035257,0.006972318,0.000110037,0.000000000,0.000060520,0.128042574,0.000000000,0.000208069,0.000117039
MBSTEEL-0139,Fe0.714C0.00138Mn0.00602Si0.00589Cr0.154Ni0.0798Mo0.0144V0.000108Nb0.0000593Co0.0000935Al0.0245,1478.400000000,Cr,Al+Cr+Ni,c7252b3e0e0bc006,11,0.286179026,0.953782291,0.031762034,0.014563647,0.954870501,0.713820974,0.001379654,0.006018491,0.005888523,0.153961386,0.079779991,0.014396389,0.000107973,0.000000000,0.000059285,0.000093477,0.000000000,0.024493857,0.000000000
MBSTEEL-0140,Fe0.714C0.00984Mn0.000102Si0.000200Cr0.0336Ni0.106Mo0.00698V0.000110Nb0.0000605Co0.129Al0.000208Ti0.000118,1795.500000000,Co,Co+Cr+Ni,970f536bf88c5ecb,12,0.286155975,0.982597302,0.010245761,0.007266912,0.943822882,0.713844025,0.009837850,0.000101978,0.000199956,0.033592660,0.105976844,0.006978475,0.000109976,0.000000000,0.000060487,0.128971820,0.000000000,0.000207955,0.000117974
MBSTEEL-0141,Fe0.714C0.0108Mn0.000102Si0.000400Cr0.0337Ni0.106Mo0.00703V0.000110Nb0.0000605Co0.128Al0.000208Ti0.000117,1818.000000000,Co,Co+Cr+Ni,0f4121ef84f4b7ac,12,0.286376436,0.981394314,0.011401985,0.007313642,0.948072718,0.713623564,0.010794306,0.000101946,0.000399789,0.033682233,0.105944114,0.007026294,0.000109942,0.000000000,0.000060468,0.127932516,0.000000000,0.000207890,0.000116938
MBSTEEL-0142,Fe0.715C0.00378Mn0.00609Si0.00605Cr0.133Ni0.0000966Mo0.0372V0.000111N0.00202Nb0.0000610Co0.0962Al0.000630,1287.400000000,Cr,Co+Cr+Mo,992112d86ba09d30,12,0.285170558,0.950270865,0.012477023,0.037363085,0.958589749,0.714829442,0.003779098,0.006088547,0.006048557,0.132968274,0.000096577,0.037191126,0.000110974,0.002019518,0.000060985,0.096177052,0.000000000,0.000629850,0.000000000
MBSTEEL-0143,Fe0.717C0.000960Mn0.000105Si0.000205Cr0.000111Ni0.178Mo0.0288V0.000113Nb0.00186Co0.0665Al0.00192Ti0.00494,1005.900000000,Ni,Co+Mo+Ni,35a543f03ee9e790,12,0.283368349,0.961334874,0.003083415,0.035694653,0.889576538,0.716631651,0.000959507,0.000104946,0.000204895,0.000110943,0.177908555,0.028785204,0.000112942,0.000000000,0.001859044,0.066465837,0.000000000,0.001919014,0.004937462
MBSTEEL-0144,Fe0.718C0.000473Mn0.000103Si0.000606Cr0.0866Ni0.0969Mo0.00118N0.000405Co0.0784W0.00707Al0.00421Ti0.00581,1525.000000000,Ni,Co+Cr+Ni,78b28b89849a5717,12,0.281825484,0.980241199,0.005695384,0.014063417,0.983622202,0.718174516,0.000473115,0.000103025,0.000606147,0.086621049,0.096923552,0.001180287,0.000000000,0.000405098,0.000000000,0.078419056,0.007071718,0.004211023,0.005811412
MBSTEEL-0145,Fe0.718C0.00317Mn0.00594Si0.00581Cr0.178Ni0.0648Mo0.000113V0.000107Nb0.0000585Co0.0000922Al0.0242,1362.900000000,Cr,Al+Cr+Ni,d443498b753aed39,11,0.282208662,0.966658192,0.033170357,0.000278419,0.894528633,0.717791338,0.003169079,0.005938274,0.005808312,0.177948270,0.064781168,0.000112967,0.000106969,0.000000000,0.000058483,0.000092173,0.000000000,0.024192967,0.000000000
MBSTEEL-0146,Fe0.719C0.000945Mn0.000103Si0.000202Cr0.0557Ni0.108Mo0.0302V0.000111Nb0.0000611Co0.0597Al0.0149Ti0.0111,1071.400000000,Ni,Co+Cr+Mo+Ni,2e45859eedb34dc6,12,0.281015890,0.942593169,0.016046645,0.041471183,1.035849914,0.718984110,0.000944979,0.000102998,0.000201996,0.055698769,0.107997613,0.030199333,0.000110998,0.000000000,0.000061099,0.059698681,0.000000000,0.014899671,0.011099755
MBSTEEL-0147,Fe0.720C0.000948Mn0.000104Si0.000203Cr0.0559Ni0.109Mo0.0303V0.00548Nb0.0000613Co0.0609Al0.00865Ti0.00880,1136.800000000,Ni,Co+Cr+Mo+Ni,63fb84b6c1da1159,12,0.280249250,0.951054650,0.009797607,0.044625846,1.036847714,0.719750750,0.000947672,0.000103964,0.000202930,0.055880649,0.108962266,0.030289511,0.005478103,0.000000000,0.000061279,0.060878918,0.000000000,0.008647006,0.008796954
MBSTEEL-0148,Fe0.720C0.00407Mn0.0277Si0.00619Cr0.183Ni0.0411Mo0.000113V0.000107Nb0.0000585Co0.0000923Al0.0181,1236.600000000,Cr,Cr+Mn+Ni,b0fe742aa360cb3c,11,0.280381973,0.971483636,0.028344954,0.000278352,0.907801252,0.719618027,0.004067841,0.027685305,0.006186716,0.182902915,0.041078196,0.000112940,0.000106943,0.000000000,0.000058469,0.000092251,0.000000000,0.018090398,0.000000000
MBSTEEL-0149,Fe0.721C0.000476Mn0.000104Si0.000203Cr0.0560Ni0.109Mo0.0304V0.0105Nb0.0000615Co0.0611Al0.00191Ti0.00931,1040.400000000,Ni,Co+Cr+Mo+Ni,adfdde487bdeed77,12,0.279046502,0.957642232,0.002588833,0.050268258,1.026095281,0.720953498,0.000475969,0.000103993,0.000202987,0.055996388,0.108992970,0.030398039,0.010499323,0.000000000,0.000061496,0.061096059,0.000000000,0.001909877,0.009309400
MBSTEEL-0150,Fe0.721C0.000955Mn0.000104Si0.000204Cr0.000110Ni0.143Mo0.0299V0.00484Nb0.00124Co0.0867Al0.0102Ti0.00240,1026.600000000,Ni,Co+Mo+Ni,4b454a18b6f18e0f,12,0.279470506,0.955130300,0.011351587,0.038354954,0.936647268,0.720529494,0.000954377,0.000103932,0.000203867,0.000109928,0.142906682,0.029880488,0.004836842,0.000000000,0.001239191,0.086643422,0.000000000,0.010193344,0.002398434
MBSTEEL-0151,Fe0.721C0.000955Mn0.000104Si0.000204Cr0.000110Ni0.146Mo0.0287V0.00293Nb0.0000617Co0.0846Al0.00765Ti0.00850,1164.400000000,Ni,Co+Mo+Ni,6f981fe75fdf426a,12,0.279586921,0.953966803,0.008801829,0.040158982,0.933510450,0.720413079,0.000954223,0.000103915,0.000203834,0.000109910,0.145881151,0.028676637,0.002927615,0.000000000,0.000061650,0.084531132,0.000000000,0.007643773,0.008493081
MBSTEEL-0152,Fe0.721C0.00189Mn0.00455Si0.00647Cr0.131Ni0.0000967Mo0.0364V0.000111N0.00122Nb0.0000611Co0.0963Al0.000631,1219.700000000,Cr,Co+Cr+Mo,3c193546f0ab11e7,12,0.278805133,0.953315286,0.010213760,0.036581984,0.932400459,0.721194867,0.001890511,0.004551230,0.006471749,0.131035406,0.000096726,0.036409838,0.000111030,0.001220330,0.000061117,0.096326027,0.000000000,0.000631171,0.000000000
MBSTEEL-0153,Fe0.721C0.00191Mn0.000104Si0.000204Cr0.000110Ni0.147Mo0.0299V0.000113Nb0.00123Co0.0856Al0.0106Ti0.00288,1019.700000000,Ni,Co+Mo+Ni,81cdbcea3edb414b,12,0.279469066,0.953306398,0.012705729,0.034100800,0.923065861,0.720530934,0.001908757,0.000103932,0.000203867,0.000109928,0.146904365,0.029880548,0.000112926,0.000000000,0.001229200,0.085544311,0.000000000,0.010593104,0.002878126
MBSTEEL-0154,Fe0.721C0.00970Mn0.000101Si0.0119Cr0.0875Ni0.0246Mo0.00752V0.00316Nb0.0000597Co0.134Al0.000617Ti0.000232,1391.800000000,Co,Co+Cr+Ni,37431bf909b9e5ac,12,0.279280864,0.969982998,0.022208345,0.010967426,0.970170004,0.720719136,0.009696221,0.000100961,0.011895364,0.087465915,0.024590417,0.007517071,0.003158769,0.000000000,0.000059677,0.133947801,0.000000000,0.000616760,0.000231910
MBSTEEL-0155,Fe0.722C0.000475Mn0.000104Si0.000203Cr0.0549Ni0.109Mo0.0297V0.000112Nb0.0000614Co0.0600Al0.00190Ti0.0216,1164.400000000,Ni,Co+Cr+Mo+Ni,05819df3e937f8bc,12,0.278039997,0.946063588,0.002577857,0.051470549,1.012017330,0.721960003,0.000474974,0.000103994,0.000202989,0.054896959,0.108993962,0.029698355,0.000111994,0.000000000,0.000061397,0.059996676,0.000000000,0.001899895,0.021598803
MBSTEEL-0156,Fe0.722C0.00797Mn0.00164Si0.00100Cr0.0322Ni0.0961Mo0.00710V0.000111Nb0.0000606Co0.131Al0.000209,1547.300000000,Co,Co+Cr+Ni,b68bbc9b56788214,11,0.277559745,0.983650437,0.009184597,0.007276034,0.931569830,0.722440255,0.007974860,0.001641000,0.001000610,0.032219635,0.096158599,0.007104329,0.000111068,0.000000000,0.000060637,0.131079880,0.000000000,0.000209127,0.000000000
MBSTEEL-0157,Fe0.723C0.00320Mn0.00600Si0.00587Cr0.158Ni0.0655Mo0.0129V0.000108Nb0.0000591Co0.0000932Al0.0244,1463.000000000,Cr,Al+Cr+Ni,96de00f5c3f83b33,11,0.276370660,0.953530485,0.033499134,0.013078474,0.932901410,0.723629340,0.003202785,0.006005223,0.005875110,0.158137532,0.065557015,0.012911229,0.000108094,0.000000000,0.000059151,0.000093281,0.000000000,0.024421239,0.000000000
MBSTEEL-0158,Fe0.724C0.00140Mn0.000510Si0.00339Cr0.000108Ni0.157Mo0.000117V0.0440Nb0.0000603Co0.0656Al0.00208Ti0.00164,1536.500000000,Ni,Co+Ni+V,5029a8ef279ff900,12,0.275931431,0.991311877,0.006870651,0.045821639,0.898984936,0.724068569,0.001400133,0.000510048,0.003390321,0.000108010,0.157014869,0.000117011,0.044004167,0.000000000,0.000060306,0.065606213,0.000000000,0.002080197,0.001640155
MBSTEEL-0159,Fe0.725C0.0155Mn0.000677Si0.0899Cr0.000102Ni0.167Mo0.000111V0.000104Nb0.0000572Co0.0000902Al0.000591,1250.500000000,Ni,Ni+Si,78b2e5ea2601f428,11,0.274370444,0.893748616,0.106083038,0.000272436,0.826684548,0.725629556,0.015513459,0.000677588,0.089978065,0.000102089,0.167145015,0.000111096,0.000104090,0.000000000,0.000057250,0.000090278,0.000000000,0.000591513,0.000000000
MBSTEEL-0160,Fe0.727C0.000476Mn0.000104Si0.000203Cr0.0549Ni0.108Mo0.0304V0.000112Nb0.0000615Co0.0611Al0.00212Ti0.0154,1123.100000000,Ni,Co+Cr+Mo+Ni,35c51e4138d9fb46,12,0.272910204,0.951333490,0.002799346,0.045979178,0.993732347,0.727089796,0.000476059,0.000104013,0.000203025,0.054906781,0.108013340,0.030403755,0.000112014,0.000000000,0.000061508,0.061107547,0.000000000,0.002120262,0.015401902
MBSTEEL-0161,Fe0.730C0.00414Mn0.0101Si0.00983Cr0.186Ni0.0395Mo0.0158V0.000108N0.00394Nb0.0000594Co0.0000937Al0.000614,1016.400000000,Cr,Cr+Ni,57ecd51c47bd28b8,12,0.270135098,0.965622963,0.018520572,0.015964445,0.879145677,0.729864902,0.004139234,0.010098131,0.009828181,0.185965578,0.039492690,0.015797076,0.000107980,0.003939271,0.000059389,0.000093683,0.000000000,0.000613886,0.000000000
MBSTEEL-0162,Fe0.731C0.00897Mn0.000103Si0.000202Cr0.0742Ni0.0271Mo0.0142V0.00312Nb0.0000610Co0.137W0.00401Al0.000631Ti0.000237,1371.100000000,Co,Co+Cr+Ni,2792c1bfdc0ed350,13,0.269609146,0.971712592,0.009794831,0.021609977,0.944915043,0.730390854,0.008962525,0.000102914,0.000201832,0.074138169,0.027077417,0.014188167,0.003117400,0.000000000,0.000060949,0.136885837,0.004006658,0.000630474,0.000236803
MBSTEEL-0163,Fe0.732C0.00415Mn0.00504Si0.00553Cr0.182Ni0.0395Mo0.0117V0.000109Nb0.0000597Co0.0190Al0.000616,1117.300000000,Cr,Cr+Ni,a9aeb6a2955c6685,11,0.267783777,0.977937785,0.010299041,0.011872206,0.877696727,0.732216223,0.004151226,0.005041489,0.005531633,0.182053760,0.039511668,0.011703456,0.000109032,0.000000000,0.000059718,0.019005612,0.000000000,0.000616182,0.000000000
MBSTEEL-0164,Fe0.732C0.00480Mn0.00556Si0.00533Cr0.136Ni0.0000981Mo0.000120V0.000113N0.00123Nb0.0000620Co0.0953W0.0188Al0.000640,1232.000000000,Cr,Co+Cr,3516f9aaf0b689fa,13,0.268038867,0.969019645,0.011999363,0.019093986,0.897398609,0.731961133,0.004799745,0.005559705,0.005329717,0.135992779,0.000098095,0.000119994,0.000112994,0.001229935,0.000061997,0.095294940,0.018799002,0.000639966,0.000000000
MBSTEEL-0165,Fe0.733C0.00750Mn0.00164Si0.00100Cr0.0213Ni0.0964Mo0.00587V0.000111Nb0.0000606Co0.133Al0.000209,1592.900000000,Co,Co+Cr+Ni,4b05d3af2a68ed25,11,0.267066404,0.985361726,0.008708211,0.006041053,0.891141241,0.732933596,0.007499321,0.001639851,0.000999909,0.021298070,0.096391267,0.005869468,0.000110990,0.000000000,0.000060595,0.132987951,0.000000000,0.000208981,0.000000000
MBSTEEL-0166,Fe0.734C0.00750Mn0.000615Si0.000802Cr0.0211Ni0.0974Mo0.00575V0.000111Nb0.0000606Co0.132Al0.000209Ti0.000118,1629.900000000,Co,Co+Cr+Ni,f2192bd43193c97b,12,0.265754468,0.985555570,0.008513847,0.006041620,0.883553125,0.734245532,0.007502509,0.000615206,0.000802268,0.021107058,0.097432581,0.005751923,0.000111037,0.000000000,0.000060620,0.132044156,0.000000000,0.000209070,0.000118039
MBSTEEL-0167,Fe0.735C0.000951Mn0.000104Si0.000203Cr0.0549Ni0.108Mo0.0286V0.000112Nb0.0000615Co0.0601Al0.00190Ti0.00978,1047.300000000,Ni,Co+Cr+Mo+Ni,53d30900de8df925,12,0.264787891,0.958492525,0.003054881,0.038564626,0.964699276,0.735212109,0.000951274,0.000104030,0.000203059,0.054915843,0.108031167,0.028608253,0.000112032,0.000000000,0.000061518,0.060117344,0.000000000,0.001900548,0.009782822
MBSTEEL-0168,Fe0.735C0.00514Mn0.00593Si0.00440Cr0.128Ni0.0000957Mo0.0227V0.000110N0.000802Nb0.0000604Co0.0972Al0.000624,1096.500000000,Cr,Co+Cr+Mo,56cd7cc11613c145,12,0.265045641,0.966275694,0.010965319,0.022868980,0.896105293,0.734954359,0.005139681,0.005929632,0.004399727,0.127992052,0.000095694,0.022698590,0.000109993,0.000801950,0.000060396,0.097193964,0.000000000,0.000623961,0.000000000
MBSTEEL-0169,Fe0.735C0.0111Mn0.000101Si0.000198Cr0.0974Ni0.0266Mo0.00754V0.00404Nb0.0000599Co0.117Al0.000619Ti0.000349,1615.800000000,Co,Co+Cr+Ni,1d041d0a9a12c0be,12,0.265005071,0.980134237,0.011916918,0.011988817,0.920269147,0.734994929,0.011099923,0.000100999,0.000197999,0.097399328,0.026599816,0.007539948,0.004039972,0.000000000,0.000059900,0.116999193,0.000000000,0.000618996,0.000348998
MBSTEEL-0170,Fe0.736C0.0107Mn0.000101Si0.000198Cr0.0964Ni0.0266Mo0.00755V0.00328Nb0.0000600Co0.118Al0.000619Ti0.000349,1522.700000000,Co,Co+Cr+Ni,ad235b47e38525c9,12,0.263894737,0.980521215,0.011518647,0.011240607,0.914497755,0.736105263,0.010701530,0.000101014,0.000198028,0.096413787,0.026603804,0.007551080,0.003280469,0.000000000,0.000060009,0.118016876,0.000000000,0.000619089,0.000349050
MBSTEEL-0171,Fe0.737C0.000956Mn0.000105Si0.000204Cr0.000110Ni0.127Mo0.0299V0.00530Nb0.0000618Co0.0867Al0.00426Ti0.00852,1061.100000000,Ni,Co+Mo+Ni,8c5bde563a09cbb7,12,0.263086072,0.956103327,0.005419367,0.043776687,0.906515948,0.736913928,0.000955888,0.000104988,0.000203976,0.000109987,0.126985168,0.029896508,0.005299381,0.000000000,0.000061793,0.086689875,0.000000000,0.004259502,0.008519005
MBSTEEL-0172,Fe0.737C0.00836Mn0.000102Si0.000199Cr0.0977Ni0.0266Mo0.00756V0.00318Nb0.0000601Co0.118Al0.000621Ti0.000350,1426.200000000,Co,Co+Cr+Ni,87bc3147b78a5c41,12,0.262802505,0.982845304,0.009182460,0.011153088,0.906570116,0.737197495,0.008362240,0.000102027,0.000199053,0.097726181,0.026607128,0.007562026,0.003180852,0.000000000,0.000060116,0.118031621,0.000000000,0.000621166,0.000350094
MBSTEEL-0173,Fe0.737C0.0111Mn0.000101Si0.000198Cr0.0964Ni0.0266Mo0.00755V0.00317Nb0.0000599Co0.117Al0.000619Ti0.000233,1564.000000000,Co,Co+Cr+Ni,1f7838361fa2e48e,12,0.263022773,0.980240711,0.011916632,0.011012560,0.912733615,0.736977227,0.011099657,0.000100997,0.000197994,0.096397021,0.026599178,0.007549767,0.003169902,0.000000000,0.000059898,0.116996385,0.000000000,0.000618981,0.000232993
MBSTEEL-0174,Fe0.740C0.00457Mn0.0300Si0.00586Cr0.179Ni0.0393Mo0.000114V0.000108Nb0.0000591Co0.0000931Al0.000610,1130.400000000,Cr,Cr+Mn+Ni,c026e71105580801,11,0.259788448,0.988783694,0.011043156,0.000281180,0.825825168,0.740211552,0.004571306,0.030008576,0.005861675,0.179051173,0.039311235,0.000114033,0.000108031,0.000000000,0.000059117,0.000093127,0.000000000,0.000610174,0.000000000
