x,y,t,source_layer_index,target_layer_index,target_camera_code,source_p_mean,source_p_nonzero_fraction,source_p_range,source_x_range,source_y_range,source_rows_read,gcode_strategy_id,gcode_layer_line_count,gcode_layer_motion_length,gcode_layer_laser_on_fraction,gcode_layer_l_mean,gcode_layer_l_range,gcode_layer_f_mean,gcode_layer_turn_score_mean,gcode_strategy_line_count,gcode_strategy_motion_length_mean,gcode_strategy_laser_on_fraction_mean,gcode_mode_island,gcode_mode_laser_power,gcode_mode_laser_path,gcode_hatch_space,gcode_laser_density,target_intensity_std,target_center_periphery_contrast,target_grid_mean_range,target_quadrant_contrast,split_name,row_id,source_member_name,target_member_name,gcode_member_name,gcode_strategy_name
-2.110904,-2.109956,16.000000,16,15,1,141.524270,0.787465,234.860005,91.010000,50.810000,2993269.000000,10,852.000000,1695.439231,0.981221,190.100939,234.000000,793.192488,1.276747,154572.000000,1569.403964,0.755662,1.000000,2.000000,3.000000,1.000000,0.001250,29.173355,25.723418,54.245264,17.126464,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0015,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0016.csv,In-situ Meas Data/Layer Camera/B0015.bmp,Build Command Data/AM Gcode/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer.gcode,10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer
-1.152383,-0.827753,17.000000,17,16,1,141.477264,0.795314,234.937204,91.010000,50.810000,3053346.000000,12,1100.000000,2220.859235,0.985455,189.275455,234.000000,794.545455,1.202241,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,29.776390,26.489708,57.016385,15.858496,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0016,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0017.csv,In-situ Meas Data/Layer Camera/B0016.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-2.002843,-3.187421,18.000000,18,17,1,143.328731,0.810026,234.911150,91.010000,50.810000,3280613.000000,10,1076.000000,2354.328498,0.985130,189.815985,234.000000,794.609665,1.269228,154572.000000,1569.403964,0.755662,1.000000,2.000000,3.000000,1.000000,0.001250,29.336496,26.858689,57.185100,17.671232,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0017,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0018.csv,In-situ Meas Data/Layer Camera/B0017.bmp,Build Command Data/AM Gcode/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer.gcode,10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer
-0.059763,-2.113796,19.000000,19,18,1,146.325978,0.813861,234.870248,91.010997,50.810000,3511957.000000,12,887.000000,1786.180331,0.981962,187.875986,234.000000,793.461105,1.276647,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,29.360558,27.866468,57.770020,18.502592,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0018,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0019.csv,In-situ Meas Data/Layer Camera/B0018.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-2.185806,-1.824914,20.000000,20,19,1,141.260841,0.787883,234.926647,91.010000,50.810000,2979100.000000,10,872.000000,1739.499146,0.981651,189.855505,234.000000,793.348624,1.273780,154572.000000,1569.403964,0.755662,1.000000,2.000000,3.000000,1.000000,0.001250,29.239495,26.049992,55.904762,15.884992,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0019,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0020.csv,In-situ Meas Data/Layer Camera/B0019.bmp,Build Command Data/AM Gcode/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer.gcode,10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer
-0.732495,-1.007835,21.000000,21,20,1,143.002888,0.796312,234.911297,91.010000,50.810000,3037312.000000,12,1078.000000,2294.178955,0.985158,189.319109,234.000000,794.619666,1.262511,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,31.060315,31.429408,64.104845,16.875968,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0020,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0021.csv,In-situ Meas Data/Layer Camera/B0020.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-1.987130,-3.440800,22.000000,22,21,1,143.515479,0.807174,235.013885,91.010000,50.811000,3317759.000000,10,1068.000000,2297.385610,0.985019,189.485019,234.000000,794.569288,1.270886,154572.000000,1569.403964,0.755662,1.000000,2.000000,3.000000,1.000000,0.001250,29.271173,26.532077,54.877368,16.057792,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0021,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0022.csv,In-situ Meas Data/Layer Camera/B0021.bmp,Build Command Data/AM Gcode/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer.gcode,10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer
0.088920,-2.063300,23.000000,23,22,1,146.605257,0.812021,234.873835,91.009997,50.810000,3468238.000000,12,871.000000,1740.516322,0.981630,188.013777,234.000000,793.340987,1.274835,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,29.059625,26.720074,56.756077,17.889088,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0022,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0023.csv,In-situ Meas Data/Layer Camera/B0022.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-2.146240,-1.646944,24.000000,24,23,1,140.530359,0.787370,266.152309,91.010000,50.810000,2959661.000000,2,542.000000,1198.618905,0.535055,100.304428,195.000000,789.298893,1.542723,145493.000000,1214.585390,0.533091,1.000000,1.000000,2.000000,0.100000,0.001250,29.252766,26.140055,56.216078,18.004864,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0023,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0024.csv,In-situ Meas Data/Layer Camera/B0023.bmp,Build Command Data/AM Gcode/2_cube_Island/2_cube_Island.gcode,2_cube_Island
-0.844969,-1.110167,25.000000,25,24,1,142.439497,0.800091,234.886219,91.010000,50.810000,3090958.000000,12,1092.000000,2381.312487,0.985348,189.963370,234.000000,794.688645,1.266823,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,29.430489,25.830849,56.363031,16.884992,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0024,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0025.csv,In-situ Meas Data/Layer Camera/B0024.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-2.107901,-3.628218,26.000000,26,25,1,143.162496,0.811995,234.899937,91.010000,50.810000,3398615.000000,10,1059.000000,2279.663916,0.984891,189.695940,234.000000,794.523135,1.264457,154572.000000,1569.403964,0.755662,1.000000,2.000000,3.000000,1.000000,0.001250,28.824375,25.163522,54.103687,17.020096,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0025,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0026.csv,In-situ Meas Data/Layer Camera/B0025.bmp,Build Command Data/AM Gcode/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer.gcode,10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer
-0.014843,-1.971289,27.000000,27,26,1,145.787106,0.812318,234.954665,91.010000,50.810998,3463620.000000,12,857.000000,1696.642991,0.981330,187.626604,234.000000,793.232205,1.277995,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,28.992410,26.914752,55.267025,17.383872,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0026,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0027.csv,In-situ Meas Data/Layer Camera/B0026.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-2.180132,-1.515748,28.000000,28,27,1,140.260776,0.784289,234.870391,91.010000,50.810000,2939846.000000,2,538.000000,1197.812101,0.535316,100.325279,195.000000,789.219331,1.552999,145493.000000,1214.585390,0.533091,1.000000,1.000000,2.000000,0.100000,0.001250,29.144987,26.042210,54.512033,17.611520,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0027,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0028.csv,In-situ Meas Data/Layer Camera/B0027.bmp,Build Command Data/AM Gcode/2_cube_Island/2_cube_Island.gcode,2_cube_Island
-0.611335,-1.245454,29.000000,29,28,1,143.837653,0.803207,234.897695,91.010000,50.810000,3086693.000000,12,1104.000000,2401.342442,0.985507,189.594203,234.000000,794.746377,1.261041,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,30.244766,29.056752,63.098306,16.806720,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0028,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0029.csv,In-situ Meas Data/Layer Camera/B0028.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-2.190415,-3.526528,30.000000,30,29,1,144.349046,0.807793,264.333171,91.010000,50.810000,3362404.000000,10,1040.000000,2201.287062,0.984615,189.036538,234.000000,794.423077,1.271677,154572.000000,1569.403964,0.755662,1.000000,2.000000,3.000000,1.000000,0.001250,29.024727,25.697716,56.437020,18.589888,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0029,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0030.csv,In-situ Meas Data/Layer Camera/B0029.bmp,Build Command Data/AM Gcode/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer.gcode,10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer
-0.076991,-2.008095,31.000000,31,30,1,145.912283,0.812256,234.886105,91.010112,50.810000,3413347.000000,12,886.000000,1672.147190,0.981941,187.716704,234.000000,793.227991,1.221015,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,29.206675,27.748295,56.094076,17.738816,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0030,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0031.csv,In-situ Meas Data/Layer Camera/B0030.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-2.457391,-1.575474,32.000000,32,31,1,139.378627,0.785714,234.891182,91.010000,50.810000,2956554.000000,2,544.000000,1203.306233,0.536765,100.477941,195.000000,788.970588,1.550547,145493.000000,1214.585390,0.533091,1.000000,1.000000,2.000000,0.100000,0.001250,28.910321,25.409640,54.211470,17.527680,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0031,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0032.csv,In-situ Meas Data/Layer Camera/B0031.bmp,Build Command Data/AM Gcode/2_cube_Island/2_cube_Island.gcode,2_cube_Island
-0.671592,-1.306191,33.000000,33,32,1,143.458921,0.805178,234.964370,91.010000,50.810000,3148837.000000,12,1101.000000,2458.981604,0.985468,189.827430,234.000000,794.732062,1.271358,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,29.319213,25.265752,55.933692,15.852416,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0032,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0033.csv,In-situ Meas Data/Layer Camera/B0032.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-2.018594,-3.516975,34.000000,34,33,1,144.218030,0.811392,234.995900,91.010000,50.810000,3412663.000000,10,1070.000000,2154.697515,0.985047,189.625234,234.000000,794.392523,1.201240,154572.000000,1569.403964,0.755662,1.000000,2.000000,3.000000,1.000000,0.001250,28.772688,25.716851,56.559396,18.813056,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0033,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0034.csv,In-situ Meas Data/Layer Camera/B0033.bmp,Build Command Data/AM Gcode/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer.gcode,10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer
-0.125958,-1.862873,35.000000,35,34,1,145.269619,0.810755,234.920264,91.010000,50.810000,3374829.000000,12,824.000000,1650.494676,0.980583,187.378641,234.000000,792.961165,1.279005,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,28.806790,26.067908,55.461086,18.898176,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0034,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0035.csv,In-situ Meas Data/Layer Camera/B0034.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-2.396830,-1.390614,36.000000,36,35,1,139.792604,0.782967,234.937992,91.010000,50.810000,2906332.000000,2,540.000000,1199.967599,0.535185,100.314815,195.000000,789.259259,1.548851,145493.000000,1214.585390,0.533091,1.000000,1.000000,2.000000,0.100000,0.001250,28.918545,25.564358,54.737071,16.340352,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0035,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0036.csv,In-situ Meas Data/Layer Camera/B0035.bmp,Build Command Data/AM Gcode/2_cube_Island/2_cube_Island.gcode,2_cube_Island
-0.536595,-1.446707,37.000000,37,36,1,144.712989,0.808155,234.907513,91.010000,50.810000,3133502.000000,12,1170.000000,2469.613230,0.986325,190.017949,234.000000,794.871795,1.204483,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,30.223258,30.117060,62.466320,17.219136,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0036,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0037.csv,In-situ Meas Data/Layer Camera/B0036.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-1.953228,-3.851007,38.000000,38,37,1,144.845065,0.807432,234.957294,91.010000,50.810000,3406707.000000,10,999.000000,2075.236798,0.983984,188.674675,234.000000,794.194194,1.270497,154572.000000,1569.403964,0.755662,1.000000,2.000000,3.000000,1.000000,0.001250,28.693619,25.105668,53.237839,17.033024,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0037,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0038.csv,In-situ Meas Data/Layer Camera/B0037.bmp,Build Command Data/AM Gcode/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer.gcode,10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer
-0.111885,-1.676864,39.000000,39,38,1,145.803309,0.806654,234.852739,91.010000,50.810000,3279244.000000,12,821.000000,1629.736462,0.980512,187.588307,234.000000,792.935445,1.278686,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,27.826323,10.982026,65.184446,39.768640,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0038,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0039.csv,In-situ Meas Data/Layer Camera/B0038.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-2.353547,-1.223546,40.000000,40,39,1,139.372635,0.786642,234.863608,91.010000,50.810000,2917824.000000,2,536.000000,1200.719210,0.535448,100.335821,195.000000,789.179104,1.542478,145493.000000,1214.585390,0.533091,1.000000,1.000000,2.000000,0.100000,0.001250,29.068753,25.629453,56.868152,18.522240,val,In-situ Meas Data/Layer Camera/B{index}.bmp::0039,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0040.csv,In-situ Meas Data/Layer Camera/B0039.bmp,Build Command Data/AM Gcode/2_cube_Island/2_cube_Island.gcode,2_cube_Island
-0.440344,-1.565441,41.000000,41,40,1,145.114406,0.810358,234.854428,91.010000,50.810000,3164082.000000,12,1121.000000,2481.401802,0.985727,189.432649,234.000000,794.826048,1.268968,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,28.765855,24.853150,56.136713,17.102976,val,In-situ Meas Data/Layer Camera/B{index}.bmp::0040,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0041.csv,In-situ Meas Data/Layer Camera/B0040.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-2.113702,-3.777225,42.000000,42,41,1,144.796953,0.809691,234.885869,91.010000,50.810000,3415210.000000,10,982.000000,2035.158803,0.983707,189.081466,234.000000,794.093686,1.268525,154572.000000,1569.403964,0.755662,1.000000,2.000000,3.000000,1.000000,0.001250,28.489822,23.970140,52.832053,16.948288,val,In-situ Meas Data/Layer Camera/B{index}.bmp::0041,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0042.csv,In-situ Meas Data/Layer Camera/B0041.bmp,Build Command Data/AM Gcode/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer.gcode,10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer
-0.330481,-1.625305,43.000000,43,42,1,144.602580,0.809672,234.893679,91.010000,50.810000,3283469.000000,12,844.000000,1589.028300,0.981043,187.539100,234.000000,792.890995,1.224005,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,28.644991,25.640149,54.576805,16.987904,val,In-situ Meas Data/Layer Camera/B{index}.bmp::0042,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0043.csv,In-situ Meas Data/Layer Camera/B0042.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-2.353194,-1.296922,44.000000,44,43,1,138.881424,0.783851,234.910066,91.010000,50.810009,2914732.000000,2,532.000000,1194.321650,0.535714,100.357143,195.000000,789.097744,1.551528,145493.000000,1214.585390,0.533091,1.000000,1.000000,2.000000,0.100000,0.001250,28.953604,25.815584,54.331029,15.407232,val,In-situ Meas Data/Layer Camera/B{index}.bmp::0043,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0044.csv,In-situ Meas Data/Layer Camera/B0043.bmp,Build Command Data/AM Gcode/2_cube_Island/2_cube_Island.gcode,2_cube_Island
-0.164062,-1.703205,45.000000,45,44,1,146.542351,0.813919,234.900266,91.010000,50.810000,3161393.000000,12,1127.000000,2490.794908,0.985803,189.393079,234.000000,794.853594,1.269459,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,30.043844,28.561960,64.245373,16.708800,val,In-situ Meas Data/Layer Camera/B{index}.bmp::0044,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0045.csv,In-situ Meas Data/Layer Camera/B0044.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-2.169347,-3.639341,46.000000,46,45,1,145.023131,0.808749,304.077330,91.010000,50.810000,3425359.000000,10,1009.000000,1976.367840,0.984143,189.107037,234.000000,794.053518,1.206337,154572.000000,1569.403964,0.755662,1.000000,2.000000,3.000000,1.000000,0.001250,28.634177,24.328104,53.854794,18.318016,val,In-situ Meas Data/Layer Camera/B{index}.bmp::0045,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0046.csv,In-situ Meas Data/Layer Camera/B0045.bmp,Build Command Data/AM Gcode/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer.gcode,10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer
-0.345934,-1.736964,47.000000,47,46,1,143.939842,0.810534,234.917413,91.010000,50.810000,3273018.000000,12,804.000000,1590.985251,0.980100,187.189055,234.000000,792.786070,1.282458,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,29.373853,28.402955,61.152838,16.550464,val,In-situ Meas Data/Layer Camera/B{index}.bmp::0046,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0047.csv,In-situ Meas Data/Layer Camera/B0046.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-2.596843,-1.152713,48.000000,48,47,1,138.087391,0.786037,234.965609,91.010000,50.810000,2930018.000000,2,542.000000,1204.903729,0.535055,100.304428,195.000000,789.298893,1.550607,145493.000000,1214.585390,0.533091,1.000000,1.000000,2.000000,0.100000,0.001250,28.803010,25.888731,55.536354,16.485184,val,In-situ Meas Data/Layer Camera/B{index}.bmp::0047,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0048.csv,In-situ Meas Data/Layer Camera/B0047.bmp,Build Command Data/AM Gcode/2_cube_Island/2_cube_Island.gcode,2_cube_Island
-0.136776,-1.772198,49.000000,49,48,1,146.821433,0.811914,234.903680,91.010000,50.810000,3194243.000000,12,1138.000000,2487.054678,0.985940,189.481547,234.000000,794.903339,1.258645,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,29.101031,25.070579,57.768817,14.908928,val,In-situ Meas Data/Layer Camera/B{index}.bmp::0048,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0049.csv,In-situ Meas Data/Layer Camera/B0048.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-2.067222,-3.590560,50.000000,50,49,1,144.464767,0.811010,234.885139,91.010997,50.810000,3446435.000000,10,952.000000,1925.038623,0.983193,188.567227,234.000000,793.907563,1.272950,154572.000000,1569.403964,0.755662,1.000000,2.000000,3.000000,1.000000,0.001250,28.596893,24.810252,55.098822,18.918848,val,In-situ Meas Data/Layer Camera/B{index}.bmp::0049,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0050.csv,In-situ Meas Data/Layer Camera/B0049.bmp,Build Command Data/AM Gcode/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer.gcode,10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer
-0.537092,-1.425133,51.000000,51,50,1,144.241097,0.804821,234.919915,91.010997,50.810000,3192944.000000,12,821.000000,1612.272743,0.980512,187.588307,234.000000,792.935445,1.280533,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,28.648675,25.398959,54.087814,17.416128,val,In-situ Meas Data/Layer Camera/B{index}.bmp::0050,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0051.csv,In-situ Meas Data/Layer Camera/B0050.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-2.567032,-1.183005,52.000000,52,51,1,138.568894,0.786633,234.905485,91.010000,50.810000,2934395.000000,2,552.000000,1207.899756,0.534420,100.253623,195.000000,789.492754,1.547439,145493.000000,1214.585390,0.533091,1.000000,1.000000,2.000000,0.100000,0.001250,28.816784,25.320741,55.019201,16.536512,val,In-situ Meas Data/Layer Camera/B{index}.bmp::0051,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0052.csv,In-situ Meas Data/Layer Camera/B0051.bmp,Build Command Data/AM Gcode/2_cube_Island/2_cube_Island.gcode,2_cube_Island
-0.037943,-1.893601,53.000000,53,52,1,147.221135,0.812725,234.852945,91.010000,50.810000,3237328.000000,12,1118.000000,2451.865626,0.985689,189.731664,234.000000,794.812165,1.257748,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,30.245261,29.642051,66.236173,16.982528,test,In-situ Meas Data/Layer Camera/B{index}.bmp::0052,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0053.csv,In-situ Meas Data/Layer Camera/B0052.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-1.923158,-3.667425,54.000000,54,53,1,144.871006,0.804871,234.906645,91.010000,50.810000,3383077.000000,10,919.000000,1891.385196,0.982590,188.633297,234.000000,793.688792,1.270287,154572.000000,1569.403964,0.755662,1.000000,2.000000,3.000000,1.000000,0.001250,28.509639,24.524580,52.953405,17.182720,test,In-situ Meas Data/Layer Camera/B{index}.bmp::0053,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0054.csv,In-situ Meas Data/Layer Camera/B0053.bmp,Build Command Data/AM Gcode/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer.gcode,10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer
-0.731160,-1.156051,55.000000,55,54,1,142.711328,0.803094,234.918001,91.010000,50.810000,3201905.000000,12,828.000000,1653.275306,0.980676,187.509662,234.000000,792.995169,1.279131,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,30.022176,29.386719,66.745898,18.670144,test,In-situ Meas Data/Layer Camera/B{index}.bmp::0054,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0055.csv,In-situ Meas Data/Layer Camera/B0054.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
