x,y,t,target_intensity_mean,target_intensity_std,target_intensity_min,target_intensity_max,target_intensity_q90,source_layer_index,target_layer_index,target_camera_code,source_x_mean,source_y_mean,source_p_mean,source_t_mean,source_x_range,source_y_range,source_p_range,source_t_range,source_p_nonzero_fraction,source_rows_read,source_rows_truncated,target_pixel_count,target_width,target_height,target_bits_per_pixel,split_name,row_id,source_member_name,target_member_name,target_center_mean,target_periphery_mean,target_center_periphery_contrast,target_hot_fraction_q90,target_top_half_mean,target_bottom_half_mean,target_left_half_mean,target_right_half_mean,target_vertical_contrast,target_horizontal_contrast,target_quadrant_contrast,target_grid_max_mean,target_grid_min_mean,target_grid_mean_range,target_local_variance_mean,target_gradient_mean,target_gradient_q90,target_sample_stride,target_sampled_width,target_sampled_height,target_sampled_pixel_count,target_intensity_q90_recomputed,target_camera_pair_mean_delta,target_camera_pair_std_delta,target_camera_pair_gradient_delta
-0.732495,-1.007835,21,106.377691,31.060315,14,255,135.000000,21,20,1,-0.732495,-1.007835,143.002888,0.003265,91.010000,50.810000,234.911297,2.000000,0.796312,3037312,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0020,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0021.csv,In-situ Meas Data/Layer Camera/B0020.bmp,134.332955,102.903548,31.429408,0.113872,117.726912,104.047328,109.288928,112.485312,13.679584,-3.196384,16.875968,141.753590,77.648746,64.104845,91.387777,9.400331,14.764823,8,250,250,62500,139.000000,3.861552,5.204728,2.214609
-1.987130,-3.440800,22,105.026208,29.271173,14,255,134.000000,22,21,1,-1.987130,-3.440800,143.515479,0.001726,91.010000,50.811000,235.013885,2.000000,0.807174,3317759,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0021,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0022.csv,In-situ Meas Data/Layer Camera/B0021.bmp,129.345049,102.812972,26.532077,0.102736,115.273440,103.831648,107.244544,111.860544,11.441792,-4.616000,16.057792,132.680236,77.802867,54.877368,91.287766,9.360316,14.560220,8,250,250,62500,139.000000,-0.849395,3.454838,2.080213
0.088920,-2.063300,23,105.373186,29.059625,14,255,134.000000,23,22,1,0.088920,-2.063300,146.605257,0.002023,91.009997,50.810000,234.873835,2.000000,0.812021,3468238,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0022,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0023.csv,In-situ Meas Data/Layer Camera/B0022.bmp,129.873772,103.153698,26.720074,0.103808,116.429344,103.452704,107.484800,112.397248,12.976640,-4.912448,17.889088,134.758125,78.002048,56.756077,87.238683,9.439907,14.866069,8,250,250,62500,139.000000,-0.422273,3.238888,2.281851
-2.146240,-1.646944,24,104.852335,29.252766,14,255,134.000000,24,23,1,-2.146240,-1.646944,140.530359,0.003424,91.010000,50.810000,266.152309,2.000000,0.787370,2959661,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0023,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0024.csv,In-situ Meas Data/Layer Camera/B0023.bmp,128.914399,102.774344,26.140055,0.100912,115.604992,103.223680,106.602560,112.226112,12.381312,-5.623552,18.004864,133.881208,77.665131,56.216078,90.485446,9.373510,14.422205,8,250,250,62500,139.000000,-1.201373,3.394547,2.132248
-0.844969,-1.110167,25,104.426801,29.430489,15,255,134.000000,25,24,1,-0.844969,-1.110167,142.439497,0.001711,91.010000,50.810000,234.886219,2.000000,0.800091,3090958,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0024,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0025.csv,In-situ Meas Data/Layer Camera/B0024.bmp,128.203704,102.372855,25.830849,0.108464,114.499968,103.368640,106.057472,111.811136,11.131328,-5.753664,16.884992,133.849206,77.486175,56.363031,88.104626,9.152866,14.212670,8,250,250,62500,138.000000,-2.097317,3.575150,1.951936
-2.107901,-3.628218,26,104.673745,28.824375,16,255,134.000000,26,25,1,-2.107901,-3.628218,143.162496,0.001748,91.010000,50.810000,234.899937,2.000000,0.811995,3398615,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0025,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0026.csv,In-situ Meas Data/Layer Camera/B0025.bmp,127.974049,102.810527,25.163522,0.108736,115.291072,103.113856,106.781024,111.623904,12.177216,-4.842880,17.020096,131.714542,77.610855,54.103687,85.991917,9.270268,14.422205,8,250,250,62500,138.000000,-2.091207,3.075650,2.143024
-0.014843,-1.971289,27,105.224554,28.992410,16,255,134.000000,27,26,1,-0.014843,-1.971289,145.787106,0.003645,91.010000,50.810998,234.954665,2.000000,0.812318,3463620,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0026,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0027.csv,In-situ Meas Data/Layer Camera/B0026.bmp,129.859158,102.944406,26.914752,0.100592,115.482400,104.079968,106.790464,112.771904,11.402432,-5.981440,17.383872,132.994880,77.727855,55.267025,91.139604,9.523114,14.866069,8,250,250,62500,139.000000,-0.161061,3.287876,2.340101
-2.180132,-1.515748,28,104.624013,29.144987,15,255,134.000000,28,27,1,-2.180132,-1.515748,140.260776,0.001984,91.010000,50.810000,234.870391,2.000000,0.784289,2939846,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0027,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0028.csv,In-situ Meas Data/Layer Camera/B0027.bmp,128.584656,102.542446,26.042210,0.109232,115.143808,103.171360,106.338048,111.977120,11.972448,-5.639072,17.611520,131.956733,77.444700,54.512033,89.744274,9.355068,14.317821,8,250,250,62500,138.000000,-1.434429,3.370950,2.156030
-0.611335,-1.245454,29,105.546189,30.244766,17,255,134.000000,29,28,1,-0.611335,-1.245454,143.837653,0.002809,91.010000,50.810000,234.897695,2.000000,0.803207,3086693,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0028,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0029.csv,In-situ Meas Data/Layer Camera/B0028.bmp,131.733056,102.676304,29.056752,0.112624,116.865344,103.249024,108.461984,111.652384,13.616320,-3.190400,16.806720,140.603427,77.505120,63.098306,85.733804,9.221139,14.317821,8,250,250,62500,138.000000,1.391723,4.435891,2.079432
-2.190415,-3.526528,30,104.677401,29.024727,17,255,134.000000,30,29,1,-2.190415,-3.526528,144.349046,0.003961,91.010000,50.810000,264.333171,2.000000,0.807793,3362404,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0029,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0030.csv,In-situ Meas Data/Layer Camera/B0029.bmp,128.372197,102.674481,25.697716,0.109424,115.815904,102.588320,106.520960,111.883264,13.227584,-5.362304,18.589888,133.798515,77.361495,56.437020,90.022887,9.364314,14.422205,8,250,250,62500,138.000000,-1.599143,3.280980,2.152655
-0.076991,-2.008095,31,105.278659,29.206675,17,255,134.000000,31,30,1,-0.076991,-2.008095,145.912283,0.002246,91.010112,50.810000,234.886105,2.000000,0.812256,3413347,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0030,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0031.csv,In-situ Meas Data/Layer Camera/B0030.bmp,130.588120,102.839825,27.748295,0.112432,116.181216,103.595456,107.311808,112.464864,12.585760,-5.153056,17.738816,133.484757,77.390681,56.094076,88.699046,9.480599,14.764823,8,250,250,62500,138.000000,0.890653,3.598760,2.334805
-2.457391,-1.575474,32,104.488005,28.910321,18,255,133.000000,32,31,1,-2.457391,-1.575474,139.378627,0.002550,91.010000,50.810000,234.891182,2.000000,0.785714,2956554,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0031,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0032.csv,In-situ Meas Data/Layer Camera/B0031.bmp,127.958113,102.548473,25.409640,0.105040,114.775104,103.230752,106.011264,111.994592,11.544352,-5.983328,17.527680,131.632104,77.420635,54.211470,90.468670,9.388536,14.422205,8,250,250,62500,138.000000,-1.951058,3.251525,2.200490
-0.671592,-1.306191,33,104.111685,29.319213,19,255,133.000000,33,32,1,-0.671592,-1.306191,143.458921,0.003359,91.010000,50.810000,234.964370,2.000000,0.805178,3148837,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0032,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0033.csv,In-situ Meas Data/Layer Camera/B0032.bmp,127.449798,102.184047,25.265752,0.101392,114.141504,103.062400,106.215296,110.988608,11.079104,-4.773312,15.852416,133.376856,77.443164,55.933692,84.997446,9.136879,14.212670,8,250,250,62500,138.000000,-1.904006,3.845959,1.983246
-2.018594,-3.516975,34,104.679328,28.772688,19,255,134.000000,34,33,1,-2.018594,-3.516975,144.218030,0.001693,91.010000,50.810000,234.995900,2.000000,0.811392,3412663,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0033,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0034.csv,In-situ Meas Data/Layer Camera/B0033.bmp,128.370055,102.653204,25.716851,0.104512,115.450752,102.920640,106.044224,112.327168,12.530112,-6.282944,18.813056,134.069892,77.510497,56.559396,93.623227,9.491538,14.560220,8,250,250,62500,138.000000,-1.684807,3.124328,2.299695
-0.125958,-1.862873,35,104.754880,28.806790,18,255,134.000000,35,34,1,-0.125958,-1.862873,145.269619,0.002058,91.010000,50.810000,234.920264,2.000000,0.810755,3374829,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0034,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0035.csv,In-situ Meas Data/Layer Camera/B0034.bmp,128.732930,102.665022,26.067908,0.104992,115.705184,102.868192,106.256096,112.317280,12.836992,-6.061184,18.898176,132.845110,77.384025,55.461086,89.191472,9.281396,14.317821,8,250,250,62500,138.000000,-1.033321,3.266014,2.134411
-2.396830,-1.390614,36,104.227852,28.918545,20,255,133.000000,36,35,1,-2.396830,-1.390614,139.792604,0.003316,91.010000,50.810000,234.937992,2.000000,0.782967,2906332,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0035,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0036.csv,In-situ Meas Data/Layer Camera/B0035.bmp,127.841018,102.276660,25.564358,0.101616,114.306016,103.234816,106.135840,111.404992,11.071200,-5.269152,16.340352,132.091142,77.354071,54.737071,90.190302,9.274178,14.317821,8,250,250,62500,138.000000,-1.561287,3.496416,2.161702
-0.536595,-1.446707,37,105.664299,30.223258,18,255,134.000000,37,36,1,-0.536595,-1.446707,144.712989,0.001704,91.010000,50.810000,234.907513,2.000000,0.808155,3133502,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0036,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0037.csv,In-situ Meas Data/Layer Camera/B0036.bmp,132.728269,102.611209,30.117060,0.111904,117.151488,103.371360,108.541920,111.980928,13.780128,-3.439008,17.219136,139.913580,77.447261,62.466320,84.148745,9.231541,14.317821,8,250,250,62500,138.000000,3.147077,4.813793,2.109929
-1.953228,-3.851007,38,104.471672,28.693619,19,255,133.000000,38,37,1,-1.953228,-3.851007,144.845065,0.001740,91.010000,50.810000,234.957294,2.000000,0.807432,3406707,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0037,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0038.csv,In-situ Meas Data/Layer Camera/B0037.bmp,127.710506,102.604839,25.105668,0.115904,114.814272,103.149888,106.297760,111.666400,11.664384,-5.368640,17.033024,130.548643,77.310804,53.237839,95.168335,9.401285,14.422205,8,250,250,62500,137.000000,-1.631834,3.294670,2.294054
-0.111885,-1.676864,39,82.587801,27.826323,15,255,114.000000,39,38,1,-0.111885,-1.676864,145.803309,0.003586,91.010000,50.810000,234.852739,2.000000,0.806654,3279244,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0038,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0039.csv,In-situ Meas Data/Layer Camera/B0038.bmp,94.300831,83.318806,10.982026,0.103488,81.649376,90.567456,70.683136,101.533696,-8.918080,-30.850560,39.768640,114.535903,49.351457,65.184446,80.874206,8.290194,12.529964,8,250,250,62500,118.000000,-38.009763,-2.828583,0.736729
-2.353547,-1.223546,40,104.639617,29.068753,20,255,133.000000,40,39,1,-2.353547,-1.223546,139.372635,0.002005,91.010000,50.810000,234.863608,2.000000,0.786642,2917824,false,4000000,2000,2000,8,val,In-situ Meas Data/Layer Camera/B{index}.bmp::0039,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0040.csv,In-situ Meas Data/Layer Camera/B0039.bmp,128.268330,102.638877,25.629453,0.100432,115.301248,102.997088,106.040128,112.258208,12.304160,-6.218080,18.522240,134.214542,77.346390,56.868152,95.376853,9.402524,14.317821,8,250,250,62500,138.000000,-1.162761,3.681098,2.230895
-0.440344,-1.565441,41,104.025948,28.765855,20,255,133.000000,41,40,1,-0.440344,-1.565441,145.114406,0.002833,91.010000,50.810000,234.854428,2.000000,0.810358,3164082,false,4000000,2000,2000,8,val,In-situ Meas Data/Layer Camera/B{index}.bmp::0040,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0041.csv,In-situ Meas Data/Layer Camera/B0040.bmp,127.078420,102.225270,24.853150,0.114448,114.366400,102.710336,105.814912,111.261824,11.656064,-5.446912,17.102976,133.308756,77.172043,56.136713,85.138092,9.037478,14.212670,8,250,250,62500,137.000000,-3.070232,3.342560,1.964875
-2.113702,-3.777225,42,105.899483,28.489822,21,255,135.000000,42,41,1,-2.113702,-3.777225,144.796953,0.004028,91.010000,50.810000,234.885869,2.000000,0.809691,3415210,false,4000000,2000,2000,8,val,In-situ Meas Data/Layer Camera/B{index}.bmp::0041,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0042.csv,In-situ Meas Data/Layer Camera/B0041.bmp,128.393613,104.423473,23.970140,0.111376,117.170368,103.854176,108.696224,112.328320,13.316192,-3.632096,16.948288,131.848694,79.016641,52.832053,85.980076,9.319477,14.422205,8,250,250,62500,139.000000,-1.831381,3.136617,2.214288
-0.330481,-1.625305,43,106.444314,28.644991,21,255,135.000000,43,42,1,-0.330481,-1.625305,144.602580,0.002313,91.010000,50.810000,234.893679,2.000000,0.809672,3283469,false,4000000,2000,2000,8,val,In-situ Meas Data/Layer Camera/B{index}.bmp::0042,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0043.csv,In-situ Meas Data/Layer Camera/B0042.bmp,130.168997,104.528848,25.640149,0.100368,117.527424,104.556288,109.033472,113.050240,12.971136,-4.016768,16.987904,133.670251,79.093446,54.576805,82.507438,9.256057,14.317821,8,250,250,62500,140.000000,-0.186760,3.234898,2.172036
-2.353194,-1.296922,44,105.952926,28.953604,22,255,135.000000,44,43,1,-2.353194,-1.296922,138.881424,0.002578,91.010000,50.810009,234.910066,2.000000,0.783851,2914732,false,4000000,2000,2000,8,val,In-situ Meas Data/Layer Camera/B{index}.bmp::0043,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0044.csv,In-situ Meas Data/Layer Camera/B0043.bmp,129.750189,103.934604,25.815584,0.111744,116.882784,104.101568,109.179168,111.805184,12.781216,-2.626016,15.407232,133.179724,78.848694,54.331029,89.003570,9.206198,14.317821,8,250,250,62500,139.000000,-0.562106,3.800380,2.069033
-0.164062,-1.703205,45,107.088284,30.043844,22,255,135.000000,45,44,1,-0.164062,-1.703205,146.542351,0.003527,91.010000,50.810000,234.900266,2.000000,0.813919,3161393,false,4000000,2000,2000,8,val,In-situ Meas Data/Layer Camera/B{index}.bmp::0044,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0045.csv,In-situ Meas Data/Layer Camera/B0044.bmp,133.014109,104.452149,28.561960,0.104400,119.071872,104.342816,111.155168,112.259520,14.729056,-1.104352,16.708800,143.326531,79.081157,64.245373,79.700884,9.047271,14.317821,8,250,250,62500,140.000000,2.860481,4.721298,1.976766
-2.169347,-3.639341,46,106.137195,28.634177,22,255,135.000000,46,45,1,-2.169347,-3.639341,145.023131,0.001693,91.010000,50.810000,304.077330,2.000000,0.808749,3425359,false,4000000,2000,2000,8,val,In-situ Meas Data/Layer Camera/B{index}.bmp::0045,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0046.csv,In-situ Meas Data/Layer Camera/B0045.bmp,128.869992,104.541888,24.328104,0.115520,118.134880,103.308352,108.975872,112.467360,14.826528,-3.491488,18.318016,132.955152,79.100358,53.854794,92.109587,9.449034,14.560220,8,250,250,62500,139.000000,-1.211325,3.260667,2.386984
-0.345934,-1.736964,47,106.957061,29.373853,22,255,135.000000,47,46,1,-0.345934,-1.736964,143.939842,0.002096,91.010000,50.810000,234.917413,2.000000,0.810534,3273018,false,4000000,2000,2000,8,val,In-situ Meas Data/Layer Camera/B{index}.bmp::0046,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0047.csv,In-situ Meas Data/Layer Camera/B0046.bmp,132.756614,104.353659,28.402955,0.103792,118.850720,104.286208,110.575488,112.561440,14.564512,-1.985952,16.550464,140.158982,79.006144,61.152838,78.668081,9.192292,14.317821,8,250,250,62500,140.000000,2.670257,4.095541,2.177343
-2.596843,-1.152713,48,106.355088,28.803010,22,255,135.000000,48,47,1,-2.596843,-1.152713,138.087391,0.003174,91.010000,50.810000,234.965609,2.000000,0.786037,2930018,false,4000000,2000,2000,8,val,In-situ Meas Data/Layer Camera/B{index}.bmp::0047,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0048.csv,In-situ Meas Data/Layer Camera/B0047.bmp,130.255795,104.367064,25.888731,0.100048,117.426240,104.460192,109.183648,112.702784,12.966048,-3.519136,16.485184,134.411418,78.875064,55.536354,88.882904,9.201119,14.422205,8,250,250,62500,140.000000,0.334467,3.472294,2.142117
-0.136776,-1.772198,49,106.012409,29.101031,23,255,135.000000,49,48,1,-0.136776,-1.772198,146.821433,0.001660,91.010000,50.810000,234.903680,2.000000,0.811914,3194243,false,4000000,2000,2000,8,val,In-situ Meas Data/Layer Camera/B{index}.bmp::0048,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0049.csv,In-situ Meas Data/Layer Camera/B0048.bmp,129.268267,104.197688,25.070579,0.112576,116.627904,104.504128,109.173440,111.958592,12.123776,-2.785152,14.908928,136.863031,79.094214,57.768817,74.752054,8.874571,14.142136,8,250,250,62500,139.000000,-0.804170,3.847174,1.907769
-2.067222,-3.590560,50,106.329557,28.596893,22,255,135.000000,50,49,1,-2.067222,-3.590560,144.464767,0.001729,91.010997,50.810000,234.885139,2.000000,0.811010,3446435,false,4000000,2000,2000,8,val,In-situ Meas Data/Layer Camera/B{index}.bmp::0049,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0050.csv,In-situ Meas Data/Layer Camera/B0049.bmp,129.408163,104.597911,24.810252,0.100672,117.976288,103.823936,108.516864,113.283360,14.152352,-4.766496,18.918848,134.139529,79.040707,55.098822,88.498864,9.325771,14.422205,8,250,250,62500,140.000000,-0.482552,3.285730,2.305415
-0.537092,-1.425133,51,106.220232,28.648675,22,255,135.000000,51,50,1,-0.537092,-1.425133,144.241097,0.003440,91.010997,50.810000,234.919915,2.000000,0.804821,3192944,false,4000000,2000,2000,8,val,In-situ Meas Data/Layer Camera/B{index}.bmp::0050,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0051.csv,In-situ Meas Data/Layer Camera/B0050.bmp,129.740993,104.342034,25.398959,0.114544,117.595744,103.991808,108.887680,112.699872,13.603936,-3.812192,17.416128,133.054788,78.966974,54.087814,83.180740,9.078142,14.317821,8,250,250,62500,139.000000,-0.176304,3.499756,2.051339
-2.567032,-1.183005,52,106.192540,28.816784,22,255,135.000000,52,51,1,-2.567032,-1.183005,138.568894,0.001996,91.010000,50.810000,234.905485,2.000000,0.786633,2934395,false,4000000,2000,2000,8,val,In-situ Meas Data/Layer Camera/B{index}.bmp::0051,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0052.csv,In-situ Meas Data/Layer Camera/B0051.bmp,129.628244,104.307503,25.320741,0.114240,117.256928,104.221824,108.988672,112.490080,13.035104,-3.501408,16.536512,134.061956,79.042755,55.019201,83.135161,9.103493,14.317821,8,250,250,62500,139.000000,-0.314941,3.538286,2.091930
-0.037943,-1.893601,53,107.391563,30.245261,22,255,135.000000,53,52,1,-0.037943,-1.893601,147.221135,0.002319,91.010000,50.810000,234.852945,2.000000,0.812725,3237328,false,4000000,2000,2000,8,test,In-situ Meas Data/Layer Camera/B{index}.bmp::0052,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0053.csv,In-situ Meas Data/Layer Camera/B0052.bmp,134.098639,104.456589,29.642051,0.106464,119.607296,104.364992,111.612480,112.359808,15.242304,-0.747328,16.982528,145.119174,78.883001,66.236173,76.126210,8.944066,14.142136,8,250,250,62500,140.000000,4.070358,5.026360,1.896974
-1.923158,-3.667425,54,106.149261,28.509639,22,255,135.000000,54,53,1,-1.923158,-3.667425,144.871006,0.004021,91.010000,50.810000,234.906645,2.000000,0.804871,3383077,false,4000000,2000,2000,8,test,In-situ Meas Data/Layer Camera/B{index}.bmp::0053,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0054.csv,In-situ Meas Data/Layer Camera/B0053.bmp,129.066704,104.542124,24.524580,0.114320,117.415328,104.128192,108.823968,112.719552,13.287136,-3.895584,17.182720,131.767537,78.814132,52.953405,86.563221,9.281912,14.422205,8,250,250,62500,139.000000,-0.498677,3.361069,2.272353
-0.731160,-1.156051,55,107.146744,30.022176,22,255,135.000000,55,54,1,-0.731160,-1.156051,142.711328,0.002372,91.010000,50.810000,234.918001,2.000000,0.803094,3201905,false,4000000,2000,2000,8,test,In-situ Meas Data/Layer Camera/B{index}.bmp::0054,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0055.csv,In-situ Meas Data/Layer Camera/B0054.bmp,133.744646,104.357927,29.386719,0.108096,119.867872,103.777376,111.092512,112.552736,16.090496,-1.460224,18.670144,145.833711,79.087814,66.745898,85.541993,9.238859,14.317821,8,250,250,62500,140.000000,3.564689,4.754974,2.250110
-2.317048,-1.310144,56,106.444803,28.725944,22,255,135.000000,56,55,1,-2.317048,-1.310144,139.966823,0.002570,91.010000,50.810000,234.860202,2.000000,0.787012,2913440,false,4000000,2000,2000,8,test,In-situ Meas Data/Layer Camera/B{index}.bmp::0055,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0056.csv,In-situ Meas Data/Layer Camera/B0055.bmp,130.293588,104.468964,25.824623,0.115344,118.063680,103.993984,109.045408,113.012256,14.069696,-3.966848,18.036544,135.703533,79.039683,56.663850,85.205226,9.092986,14.212670,8,250,250,62500,139.000000,0.538423,3.588672,2.057775
-0.205736,-1.875114,57,106.004426,28.129810,22,255,134.000000,57,56,1,-0.205736,-1.875114,146.111058,0.003593,91.010000,50.810036,234.875145,2.000000,0.812951,3323498,false,4000000,2000,2000,8,test,In-situ Meas Data/Layer Camera/B{index}.bmp::0056,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0057.csv,In-situ Meas Data/Layer Camera/B0056.bmp,128.480285,104.454423,24.025862,0.108544,117.182336,103.932416,108.811136,112.303616,13.249920,-3.492480,16.742400,133.065284,79.147977,53.917307,73.881598,8.801905,14.142136,8,250,250,62500,139.000000,-1.245276,3.034733,1.827210
-2.027792,-3.802426,58,106.376739,28.429858,21,255,135.000000,58,57,1,-2.027792,-3.802426,143.825367,0.001668,91.010000,50.810000,235.026259,2.000000,0.808473,3426603,false,4000000,2000,2000,8,test,In-situ Meas Data/Layer Camera/B{index}.bmp::0057,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0058.csv,In-situ Meas Data/Layer Camera/B0057.bmp,129.400983,104.691168,24.709815,0.116192,117.923584,104.012128,108.999808,112.935904,13.911456,-3.936096,17.847552,133.291347,78.931132,54.360215,82.857128,9.267024,14.317821,8,250,250,62500,139.000000,-0.413328,3.201236,2.194975
-0.777442,-1.123449,59,106.532041,28.666146,21,255,135.000000,59,58,1,-0.777442,-1.123449,142.507448,0.002189,91.010000,50.810000,234.929196,2.000000,0.800512,3155674,false,4000000,2000,2000,8,test,In-situ Meas Data/Layer Camera/B{index}.bmp::0058,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0059.csv,In-situ Meas Data/Layer Camera/B0058.bmp,130.184681,104.667231,25.517450,0.104320,117.699104,104.599040,109.113888,113.184256,13.100064,-4.070368,17.170432,134.813108,79.095238,55.717870,81.854283,9.190603,14.317821,8,250,250,62500,140.000000,0.294344,3.469431,2.198607
-2.276205,-1.496130,60,106.096931,28.841154,22,255,135.000000,60,59,1,-2.276205,-1.496130,139.838002,0.003336,91.010000,50.810000,234.925219,2.000000,0.787063,2933834,false,4000000,2000,2000,8,test,In-situ Meas Data/Layer Camera/B{index}.bmp::0059,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0060.csv,In-situ Meas Data/Layer Camera/B0059.bmp,130.342845,103.979925,26.362920,0.101040,117.449920,103.903136,109.283392,112.069664,13.546784,-2.786272,16.333056,133.792371,78.785714,55.006656,84.646980,9.128130,14.317821,8,250,250,62500,140.000000,0.181847,3.657286,2.135709
-0.040257,-2.003624,61,106.998040,29.435545,22,255,135.000000,61,60,1,-0.040257,-2.003624,146.631334,0.001590,91.010000,50.810013,234.891452,2.000000,0.814653,3368986,false,4000000,2000,2000,8,test,In-situ Meas Data/Layer Camera/B{index}.bmp::0060,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0061.csv,In-situ Meas Data/Layer Camera/B0060.bmp,132.518582,104.547894,27.970688,0.104064,119.318784,103.987008,110.928352,112.377440,15.331776,-1.449088,17.521600,143.461325,79.006144,64.455181,73.278089,8.989716,14.212670,8,250,250,62500,140.000000,2.405266,4.238739,1.941497
-1.979565,-3.493515,62,106.230506,28.655680,21,255,135.000000,62,61,1,-1.979565,-3.493515,144.141978,0.001758,91.010000,50.810000,409.831913,2.000000,0.804004,3375376,false,4000000,2000,2000,8,test,In-situ Meas Data/Layer Camera/B{index}.bmp::0061,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0062.csv,In-situ Meas Data/Layer Camera/B0061.bmp,129.265432,104.527711,24.737721,0.114176,118.360288,103.262688,108.882464,112.740512,15.097600,-3.858048,18.955648,134.621096,78.884281,55.736815,90.981676,9.278194,14.422205,8,250,250,62500,139.000000,-0.496599,3.397856,2.220111
